run_id,agent,agent_toxicity,platform_name,action_type,value,time_period
run6,agent_16,0.310293,Toxic Model 3,toxicity overload,-1,0
run6,agent_16,0.310293,Toxic Model 4,toxicity overload,-1,0
run6,agent_17,0.925825,Toxic Model 1,toxicity overload,-1,0
run6,agent_17,0.925825,Toxic Model 2,toxicity overload,-1,0
run6,agent_17,0.925825,Toxic Model 3,toxicity overload,-1,0
run6,agent_17,0.925825,Toxic Model 4,toxicity overload,-1,0
run6,agent_18,0.314265,Toxic Model 1,toxicity overload,-1,0
run6,agent_18,0.314265,Toxic Model 2,toxicity overload,-1,0
run6,agent_18,0.314265,Toxic Model 3,toxicity overload,-1,0
run6,agent_18,0.314265,Toxic Model 4,toxicity overload,-1,0
run6,agent_19,0.743183,Toxic Model 1,toxicity overload,-1,0
run6,agent_19,0.743183,Toxic Model 2,toxicity overload,-1,0
run6,agent_19,0.743183,Toxic Model 3,toxicity overload,-1,0
run6,agent_19,0.743183,Toxic Model 4,toxicity overload,-1,0
run6,agent_20,0.632745,Toxic Model 1,toxicity overload,-1,0
run6,agent_20,0.632745,Toxic Model 2,toxicity overload,-1,0
run6,agent_20,0.632745,Toxic Model 3,toxicity overload,-1,0
run6,agent_20,0.632745,Toxic Model 4,toxicity overload,-1,0
run6,agent_21,0.0137543,Toxic Model 1,toxicity overload,-1,0
run6,agent_21,0.0137543,Toxic Model 2,toxicity overload,-1,0
run6,agent_21,0.0137543,Toxic Model 3,toxicity overload,-1,0
run6,agent_21,0.0137543,Toxic Model 4,toxicity overload,-1,0
run6,agent_22,0.181354,Toxic Model 1,toxicity overload,-1,0
run6,agent_22,0.181354,Toxic Model 2,toxicity overload,-1,0
run6,agent_22,0.181354,Toxic Model 3,toxicity overload,-1,0
run6,agent_22,0.181354,Toxic Model 4,toxicity overload,-1,0
run6,agent_23,0.239059,Toxic Model 1,toxicity overload,-1,0
run6,agent_23,0.239059,Toxic Model 2,toxicity overload,-1,0
run6,agent_23,0.239059,Toxic Model 3,toxicity overload,-1,0
run6,agent_23,0.239059,Toxic Model 4,toxicity overload,-1,0
run6,agent_24,0.883039,Toxic Model 1,toxicity overload,-1,0
run6,agent_24,0.883039,Toxic Model 2,toxicity overload,-1,0
run6,agent_24,0.883039,Toxic Model 3,toxicity overload,-1,0
run6,agent_24,0.883039,Toxic Model 4,toxicity overload,-1,0
run6,agent_25,0.393426,Toxic Model 1,toxicity overload,-1,0
run6,agent_25,0.393426,Toxic Model 2,toxicity overload,-1,0
run6,agent_25,0.393426,Toxic Model 3,toxicity overload,-1,0
run6,agent_25,0.393426,Toxic Model 4,toxicity overload,-1,0
run6,agent_26,0.830624,Toxic Model 1,toxicity overload,-1,0
run6,agent_26,0.830624,Toxic Model 2,toxicity overload,-1,0
run6,agent_26,0.830624,Toxic Model 3,toxicity overload,-1,0
run6,agent_26,0.830624,Toxic Model 4,toxicity overload,-1,0
run6,agent_27,0.984777,Toxic Model 1,toxicity overload,-1,0
run6,agent_27,0.984777,Toxic Model 2,toxicity overload,-1,0
run6,agent_27,0.984777,Toxic Model 3,toxicity overload,-1,0
run6,agent_27,0.984777,Toxic Model 4,toxicity overload,-1,0
run6,agent_28,0.00672626,Toxic Model 1,toxicity overload,-1,0
run6,agent_28,0.00672626,Toxic Model 2,toxicity overload,-1,0
run6,agent_28,0.00672626,Toxic Model 3,toxicity overload,-1,0
run6,agent_28,0.00672626,Toxic Model 4,toxicity overload,-1,0
run6,agent_29,0.337464,Toxic Model 1,toxicity overload,-1,0
run6,agent_29,0.337464,Toxic Model 2,toxicity overload,-1,0
run6,agent_29,0.337464,Toxic Model 3,toxicity overload,-1,0
run6,agent_29,0.337464,Toxic Model 4,toxicity overload,-1,0
run6,agent_30,0.381996,Toxic Model 1,toxicity overload,-1,0
run6,agent_30,0.381996,Toxic Model 2,toxicity overload,-1,0
run6,agent_30,0.381996,Toxic Model 3,toxicity overload,-1,0
run6,agent_30,0.381996,Toxic Model 4,toxicity overload,-1,0
run6,agent_31,0.651388,Toxic Model 1,toxicity overload,-1,0
run6,agent_31,0.651388,Toxic Model 2,toxicity overload,-1,0
run6,agent_31,0.651388,Toxic Model 3,toxicity overload,-1,0
run6,agent_31,0.651388,Toxic Model 4,toxicity overload,-1,0
run6,agent_32,0.113374,Toxic Model 1,toxicity overload,-1,0
run6,agent_32,0.113374,Toxic Model 2,toxicity overload,-1,0
run6,agent_32,0.113374,Toxic Model 3,toxicity overload,-1,0
run6,agent_32,0.113374,Toxic Model 4,toxicity overload,-1,0
run6,agent_33,0.193926,Toxic Model 1,toxicity overload,-1,0
run6,agent_33,0.193926,Toxic Model 2,toxicity overload,-1,0
run6,agent_33,0.193926,Toxic Model 3,toxicity overload,-1,0
run6,agent_33,0.193926,Toxic Model 4,toxicity overload,-1,0
run6,agent_34,0.329294,Toxic Model 1,toxicity overload,-1,0
run6,agent_34,0.329294,Toxic Model 2,toxicity overload,-1,0
run6,agent_34,0.329294,Toxic Model 3,toxicity overload,-1,0
run6,agent_34,0.329294,Toxic Model 4,toxicity overload,-1,0
run6,agent_35,0.761963,Toxic Model 1,toxicity overload,-1,0
run6,agent_35,0.761963,Toxic Model 2,toxicity overload,-1,0
run6,agent_35,0.761963,Toxic Model 3,toxicity overload,-1,0
run6,agent_35,0.761963,Toxic Model 4,toxicity overload,-1,0
run6,agent_36,0.761043,Toxic Model 1,toxicity overload,-1,0
run6,agent_36,0.761043,Toxic Model 2,toxicity overload,-1,0
run6,agent_36,0.761043,Toxic Model 3,toxicity overload,-1,0
run6,agent_36,0.761043,Toxic Model 4,toxicity overload,-1,0
run6,agent_37,0.629271,Toxic Model 1,toxicity overload,-1,0
run6,agent_37,0.629271,Toxic Model 2,toxicity overload,-1,0
run6,agent_37,0.629271,Toxic Model 3,toxicity overload,-1,0
run6,agent_37,0.629271,Toxic Model 4,toxicity overload,-1,0
run6,agent_38,0.997822,Toxic Model 1,toxicity overload,-1,0
run6,agent_38,0.997822,Toxic Model 2,toxicity overload,-1,0
run6,agent_38,0.997822,Toxic Model 3,toxicity overload,-1,0
run6,agent_38,0.997822,Toxic Model 4,toxicity overload,-1,0
run6,agent_39,0.830123,Toxic Model 1,toxicity overload,-1,0
run6,agent_39,0.830123,Toxic Model 2,toxicity overload,-1,0
run6,agent_39,0.830123,Toxic Model 3,toxicity overload,-1,0
run6,agent_39,0.830123,Toxic Model 4,toxicity overload,-1,0
run6,agent_40,0.432113,Toxic Model 1,toxicity overload,-1,0
run6,agent_40,0.432113,Toxic Model 2,toxicity overload,-1,0
run6,agent_40,0.432113,Toxic Model 3,toxicity overload,-1,0
run6,agent_40,0.432113,Toxic Model 4,toxicity overload,-1,0
run6,agent_41,0.03379,Toxic Model 1,toxicity overload,-1,0
run6,agent_41,0.03379,Toxic Model 2,toxicity overload,-1,0
run6,agent_41,0.03379,Toxic Model 3,toxicity overload,-1,0
run6,agent_41,0.03379,Toxic Model 4,toxicity overload,-1,0
run6,agent_42,0.568975,Toxic Model 1,toxicity overload,-1,0
run6,agent_42,0.568975,Toxic Model 2,toxicity overload,-1,0
run6,agent_42,0.568975,Toxic Model 3,toxicity overload,-1,0
run6,agent_42,0.568975,Toxic Model 4,toxicity overload,-1,0
run6,agent_43,0.0614455,Toxic Model 1,toxicity overload,-1,0
run6,agent_43,0.0614455,Toxic Model 2,toxicity overload,-1,0
run6,agent_43,0.0614455,Toxic Model 3,toxicity overload,-1,0
run6,agent_43,0.0614455,Toxic Model 4,toxicity overload,-1,0
run6,agent_44,0.982639,Toxic Model 1,toxicity overload,-1,0
run6,agent_44,0.982639,Toxic Model 2,toxicity overload,-1,0
run6,agent_44,0.982639,Toxic Model 3,toxicity overload,-1,0
run6,agent_44,0.982639,Toxic Model 4,toxicity overload,-1,0
run6,agent_45,0.442336,Toxic Model 1,toxicity overload,-1,0
run6,agent_45,0.442336,Toxic Model 2,toxicity overload,-1,0
run6,agent_45,0.442336,Toxic Model 3,toxicity overload,-1,0
run6,agent_45,0.442336,Toxic Model 4,toxicity overload,-1,0
run6,agent_46,0.416256,Toxic Model 1,toxicity overload,-1,0
run6,agent_46,0.416256,Toxic Model 2,toxicity overload,-1,0
run6,agent_46,0.416256,Toxic Model 3,toxicity overload,-1,0
run6,agent_46,0.416256,Toxic Model 4,toxicity overload,-1,0
run6,agent_47,0.0899155,Toxic Model 1,toxicity overload,-1,0
run6,agent_47,0.0899155,Toxic Model 2,toxicity overload,-1,0
run6,agent_47,0.0899155,Toxic Model 3,toxicity overload,-1,0
run6,agent_47,0.0899155,Toxic Model 4,toxicity overload,-1,0
run6,agent_48,0.605371,Toxic Model 1,toxicity overload,-1,0
run6,agent_48,0.605371,Toxic Model 2,toxicity overload,-1,0
run6,agent_48,0.605371,Toxic Model 3,toxicity overload,-1,0
run6,agent_48,0.605371,Toxic Model 4,toxicity overload,-1,0
run6,agent_49,0.520749,Toxic Model 1,toxicity overload,-1,0
run6,agent_49,0.520749,Toxic Model 2,toxicity overload,-1,0
run6,agent_49,0.520749,Toxic Model 3,toxicity overload,-1,0
run6,agent_49,0.520749,Toxic Model 4,toxicity overload,-1,0
run6,agent_50,0.508059,Toxic Model 1,toxicity overload,-1,0
run6,agent_50,0.508059,Toxic Model 2,toxicity overload,-1,0
run6,agent_50,0.508059,Toxic Model 3,toxicity overload,-1,0
run6,agent_50,0.508059,Toxic Model 4,toxicity overload,-1,0
run6,agent_51,0.0698596,Toxic Model 1,toxicity overload,-1,0
run6,agent_51,0.0698596,Toxic Model 2,toxicity overload,-1,0
run6,agent_51,0.0698596,Toxic Model 3,toxicity overload,-1,0
run6,agent_51,0.0698596,Toxic Model 4,toxicity overload,-1,0
run6,agent_52,0.469328,Toxic Model 1,toxicity overload,-1,0
run6,agent_52,0.469328,Toxic Model 2,toxicity overload,-1,0
run6,agent_52,0.469328,Toxic Model 3,toxicity overload,-1,0
run6,agent_52,0.469328,Toxic Model 4,toxicity overload,-1,0
run6,agent_53,0.202492,Toxic Model 1,toxicity overload,-1,0
run6,agent_53,0.202492,Toxic Model 2,toxicity overload,-1,0
run6,agent_53,0.202492,Toxic Model 3,toxicity overload,-1,0
run6,agent_53,0.202492,Toxic Model 4,toxicity overload,-1,0
run6,agent_54,0.113603,Toxic Model 1,toxicity overload,-1,0
run6,agent_54,0.113603,Toxic Model 2,toxicity overload,-1,0
run6,agent_54,0.113603,Toxic Model 3,toxicity overload,-1,0
run6,agent_54,0.113603,Toxic Model 4,toxicity overload,-1,0
run6,agent_55,0.864868,Toxic Model 1,toxicity overload,-1,0
run6,agent_55,0.864868,Toxic Model 2,toxicity overload,-1,0
run6,agent_55,0.864868,Toxic Model 3,toxicity overload,-1,0
run6,agent_55,0.864868,Toxic Model 4,toxicity overload,-1,0
run6,agent_56,0.469249,Toxic Model 1,toxicity overload,-1,0
run6,agent_56,0.469249,Toxic Model 2,toxicity overload,-1,0
run6,agent_56,0.469249,Toxic Model 3,toxicity overload,-1,0
run6,agent_56,0.469249,Toxic Model 4,toxicity overload,-1,0
run6,agent_57,0.932906,Toxic Model 1,toxicity overload,-1,0
run6,agent_57,0.932906,Toxic Model 2,toxicity overload,-1,0
run6,agent_57,0.932906,Toxic Model 3,toxicity overload,-1,0
run6,agent_57,0.932906,Toxic Model 4,toxicity overload,-1,0
run6,agent_58,0.0839401,Toxic Model 1,toxicity overload,-1,0
run6,agent_58,0.0839401,Toxic Model 2,toxicity overload,-1,0
run6,agent_58,0.0839401,Toxic Model 3,toxicity overload,-1,0
run6,agent_58,0.0839401,Toxic Model 4,toxicity overload,-1,0
run6,agent_59,0.309944,Toxic Model 1,toxicity overload,-1,0
run6,agent_59,0.309944,Toxic Model 2,toxicity overload,-1,0
run6,agent_59,0.309944,Toxic Model 3,toxicity overload,-1,0
run6,agent_59,0.309944,Toxic Model 4,toxicity overload,-1,0
run6,agent_60,0.693469,Toxic Model 1,toxicity overload,-1,0
run6,agent_60,0.693469,Toxic Model 2,toxicity overload,-1,0
run6,agent_60,0.693469,Toxic Model 3,toxicity overload,-1,0
run6,agent_60,0.693469,Toxic Model 4,toxicity overload,-1,0
run6,agent_61,0.714836,Toxic Model 1,toxicity overload,-1,0
run6,agent_61,0.714836,Toxic Model 2,toxicity overload,-1,0
run6,agent_61,0.714836,Toxic Model 3,toxicity overload,-1,0
run6,agent_61,0.714836,Toxic Model 4,toxicity overload,-1,0
run6,agent_62,0.417866,Toxic Model 1,toxicity overload,-1,0
run6,agent_62,0.417866,Toxic Model 2,toxicity overload,-1,0
run6,agent_62,0.417866,Toxic Model 3,toxicity overload,-1,0
run6,agent_62,0.417866,Toxic Model 4,toxicity overload,-1,0
run6,agent_63,0.544646,Toxic Model 1,toxicity overload,-1,0
run6,agent_63,0.544646,Toxic Model 2,toxicity overload,-1,0
run6,agent_63,0.544646,Toxic Model 3,toxicity overload,-1,0
run6,agent_63,0.544646,Toxic Model 4,toxicity overload,-1,0
run6,agent_64,0.526091,Toxic Model 1,toxicity overload,-1,0
run6,agent_64,0.526091,Toxic Model 2,toxicity overload,-1,0
run6,agent_64,0.526091,Toxic Model 3,toxicity overload,-1,0
run6,agent_64,0.526091,Toxic Model 4,toxicity overload,-1,0
run6,agent_65,0.529465,Toxic Model 1,toxicity overload,-1,0
run6,agent_65,0.529465,Toxic Model 2,toxicity overload,-1,0
run6,agent_65,0.529465,Toxic Model 3,toxicity overload,-1,0
run6,agent_65,0.529465,Toxic Model 4,toxicity overload,-1,0
run6,agent_66,0.798684,Toxic Model 1,toxicity overload,-1,0
run6,agent_66,0.798684,Toxic Model 2,toxicity overload,-1,0
run6,agent_66,0.798684,Toxic Model 3,toxicity overload,-1,0
run6,agent_66,0.798684,Toxic Model 4,toxicity overload,-1,0
run6,agent_67,0.00771932,Toxic Model 1,toxicity overload,-1,0
run6,agent_67,0.00771932,Toxic Model 2,toxicity overload,-1,0
run6,agent_67,0.00771932,Toxic Model 3,toxicity overload,-1,0
run6,agent_67,0.00771932,Toxic Model 4,toxicity overload,-1,0
run6,agent_68,0.0283131,Toxic Model 1,toxicity overload,-1,0
run6,agent_68,0.0283131,Toxic Model 2,toxicity overload,-1,0
run6,agent_68,0.0283131,Toxic Model 3,toxicity overload,-1,0
run6,agent_68,0.0283131,Toxic Model 4,toxicity overload,-1,0
run6,agent_69,0.241819,Toxic Model 1,toxicity overload,-1,0
run6,agent_69,0.241819,Toxic Model 2,toxicity overload,-1,0
run6,agent_69,0.241819,Toxic Model 3,toxicity overload,-1,0
run6,agent_69,0.241819,Toxic Model 4,toxicity overload,-1,0
run6,agent_70,0.920646,Toxic Model 1,toxicity overload,-1,0
run6,agent_70,0.920646,Toxic Model 2,toxicity overload,-1,0
run6,agent_70,0.920646,Toxic Model 3,toxicity overload,-1,0
run6,agent_70,0.920646,Toxic Model 4,toxicity overload,-1,0
run6,agent_71,0.413971,Toxic Model 1,toxicity overload,-1,0
run6,agent_71,0.413971,Toxic Model 2,toxicity overload,-1,0
run6,agent_71,0.413971,Toxic Model 3,toxicity overload,-1,0
run6,agent_71,0.413971,Toxic Model 4,toxicity overload,-1,0
run6,agent_72,0.386983,Toxic Model 1,toxicity overload,-1,0
run6,agent_72,0.386983,Toxic Model 2,toxicity overload,-1,0
run6,agent_72,0.386983,Toxic Model 3,toxicity overload,-1,0
run6,agent_72,0.386983,Toxic Model 4,toxicity overload,-1,0
run6,agent_73,0.52808,Toxic Model 1,toxicity overload,-1,0
run6,agent_73,0.52808,Toxic Model 2,toxicity overload,-1,0
run6,agent_73,0.52808,Toxic Model 3,toxicity overload,-1,0
run6,agent_73,0.52808,Toxic Model 4,toxicity overload,-1,0
run6,agent_74,0.749273,Toxic Model 1,toxicity overload,-1,0
run6,agent_74,0.749273,Toxic Model 2,toxicity overload,-1,0
run6,agent_74,0.749273,Toxic Model 3,toxicity overload,-1,0
run6,agent_74,0.749273,Toxic Model 4,toxicity overload,-1,0
run6,agent_75,0.880767,Toxic Model 1,toxicity overload,-1,0
run6,agent_75,0.880767,Toxic Model 2,toxicity overload,-1,0
run6,agent_75,0.880767,Toxic Model 3,toxicity overload,-1,0
run6,agent_75,0.880767,Toxic Model 4,toxicity overload,-1,0
run6,agent_76,0.965618,Toxic Model 1,toxicity overload,-1,0
run6,agent_76,0.965618,Toxic Model 2,toxicity overload,-1,0
run6,agent_76,0.965618,Toxic Model 3,toxicity overload,-1,0
run6,agent_76,0.965618,Toxic Model 4,toxicity overload,-1,0
run6,agent_77,0.590841,Toxic Model 1,toxicity overload,-1,0
run6,agent_77,0.590841,Toxic Model 2,toxicity overload,-1,0
run6,agent_77,0.590841,Toxic Model 3,toxicity overload,-1,0
run6,agent_77,0.590841,Toxic Model 4,toxicity overload,-1,0
run6,agent_78,0.268697,Toxic Model 1,toxicity overload,-1,0
run6,agent_78,0.268697,Toxic Model 2,toxicity overload,-1,0
run6,agent_78,0.268697,Toxic Model 3,toxicity overload,-1,0
run6,agent_78,0.268697,Toxic Model 4,toxicity overload,-1,0
run6,agent_79,0.598582,Toxic Model 1,toxicity overload,-1,0
run6,agent_79,0.598582,Toxic Model 2,toxicity overload,-1,0
run6,agent_79,0.598582,Toxic Model 3,toxicity overload,-1,0
run6,agent_79,0.598582,Toxic Model 4,toxicity overload,-1,0
run6,agent_80,0.773216,Toxic Model 1,toxicity overload,-1,0
run6,agent_80,0.773216,Toxic Model 2,toxicity overload,-1,0
run6,agent_80,0.773216,Toxic Model 3,toxicity overload,-1,0
run6,agent_80,0.773216,Toxic Model 4,toxicity overload,-1,0
run6,agent_81,0.220366,Toxic Model 1,toxicity overload,-1,0
run6,agent_81,0.220366,Toxic Model 2,toxicity overload,-1,0
run6,agent_81,0.220366,Toxic Model 3,toxicity overload,-1,0
run6,agent_81,0.220366,Toxic Model 4,toxicity overload,-1,0
run6,agent_82,0.462876,Toxic Model 1,toxicity overload,-1,0
run6,agent_82,0.462876,Toxic Model 2,toxicity overload,-1,0
run6,agent_82,0.462876,Toxic Model 3,toxicity overload,-1,0
run6,agent_82,0.462876,Toxic Model 4,toxicity overload,-1,0
run6,agent_83,0.523232,Toxic Model 1,toxicity overload,-1,0
run6,agent_83,0.523232,Toxic Model 2,toxicity overload,-1,0
run6,agent_83,0.523232,Toxic Model 3,toxicity overload,-1,0
run6,agent_83,0.523232,Toxic Model 4,toxicity overload,-1,0
run6,agent_84,0.962734,Toxic Model 1,toxicity overload,-1,0
run6,agent_84,0.962734,Toxic Model 2,toxicity overload,-1,0
run6,agent_84,0.962734,Toxic Model 3,toxicity overload,-1,0
run6,agent_84,0.962734,Toxic Model 4,toxicity overload,-1,0
run6,agent_85,0.17037,Toxic Model 1,toxicity overload,-1,0
run6,agent_85,0.17037,Toxic Model 2,toxicity overload,-1,0
run6,agent_85,0.17037,Toxic Model 3,toxicity overload,-1,0
run6,agent_85,0.17037,Toxic Model 4,toxicity overload,-1,0
run6,agent_86,0.00102755,Toxic Model 1,toxicity overload,-1,0
run6,agent_86,0.00102755,Toxic Model 2,toxicity overload,-1,0
run6,agent_86,0.00102755,Toxic Model 3,toxicity overload,-1,0
run6,agent_86,0.00102755,Toxic Model 4,toxicity overload,-1,0
run6,agent_87,0.194032,Toxic Model 1,toxicity overload,-1,0
run6,agent_87,0.194032,Toxic Model 2,toxicity overload,-1,0
run6,agent_87,0.194032,Toxic Model 3,toxicity overload,-1,0
run6,agent_87,0.194032,Toxic Model 4,toxicity overload,-1,0
run6,agent_88,0.591003,Toxic Model 1,toxicity overload,-1,0
run6,agent_88,0.591003,Toxic Model 2,toxicity overload,-1,0
run6,agent_88,0.591003,Toxic Model 3,toxicity overload,-1,0
run6,agent_88,0.591003,Toxic Model 4,toxicity overload,-1,0
run6,agent_89,0.693759,Toxic Model 1,toxicity overload,-1,0
run6,agent_89,0.693759,Toxic Model 2,toxicity overload,-1,0
run6,agent_89,0.693759,Toxic Model 3,toxicity overload,-1,0
run6,agent_89,0.693759,Toxic Model 4,toxicity overload,-1,0
run6,agent_90,0.801826,Toxic Model 1,toxicity overload,-1,0
run6,agent_90,0.801826,Toxic Model 2,toxicity overload,-1,0
run6,agent_90,0.801826,Toxic Model 3,toxicity overload,-1,0
run6,agent_90,0.801826,Toxic Model 4,toxicity overload,-1,0
run6,agent_91,0.725217,Toxic Model 1,toxicity overload,-1,0
run6,agent_91,0.725217,Toxic Model 2,toxicity overload,-1,0
run6,agent_91,0.725217,Toxic Model 3,toxicity overload,-1,0
run6,agent_91,0.725217,Toxic Model 4,toxicity overload,-1,0
run6,agent_92,0.676876,Toxic Model 1,toxicity overload,-1,0
run6,agent_92,0.676876,Toxic Model 2,toxicity overload,-1,0
run6,agent_92,0.676876,Toxic Model 3,toxicity overload,-1,0
run6,agent_92,0.676876,Toxic Model 4,toxicity overload,-1,0
run6,agent_93,0.49365,Toxic Model 1,toxicity overload,-1,0
run6,agent_93,0.49365,Toxic Model 2,toxicity overload,-1,0
run6,agent_93,0.49365,Toxic Model 3,toxicity overload,-1,0
run6,agent_93,0.49365,Toxic Model 4,toxicity overload,-1,0
run6,agent_94,0.551381,Toxic Model 1,toxicity overload,-1,0
run6,agent_94,0.551381,Toxic Model 2,toxicity overload,-1,0
run6,agent_94,0.551381,Toxic Model 3,toxicity overload,-1,0
run6,agent_94,0.551381,Toxic Model 4,toxicity overload,-1,0
run6,agent_95,0.297964,Toxic Model 1,toxicity overload,-1,0
run6,agent_95,0.297964,Toxic Model 2,toxicity overload,-1,0
run6,agent_95,0.297964,Toxic Model 3,toxicity overload,-1,0
run6,agent_95,0.297964,Toxic Model 4,toxicity overload,-1,0
run6,agent_96,0.830561,Toxic Model 1,toxicity overload,-1,0
run6,agent_96,0.830561,Toxic Model 2,toxicity overload,-1,0
run6,agent_96,0.830561,Toxic Model 3,toxicity overload,-1,0
run6,agent_96,0.830561,Toxic Model 4,toxicity overload,-1,0
run6,agent_97,0.762863,Toxic Model 1,toxicity overload,-1,0
run6,agent_97,0.762863,Toxic Model 2,toxicity overload,-1,0
run6,agent_97,0.762863,Toxic Model 3,toxicity overload,-1,0
run6,agent_97,0.762863,Toxic Model 4,toxicity overload,-1,0
run6,agent_98,0.252165,Toxic Model 1,toxicity overload,-1,0
run6,agent_98,0.252165,Toxic Model 2,toxicity overload,-1,0
run6,agent_98,0.252165,Toxic Model 3,toxicity overload,-1,0
run6,agent_98,0.252165,Toxic Model 4,toxicity overload,-1,0
run6,agent_99,0.1,Toxic Model 1,toxicity overload,-1,0
run6,agent_99,0.1,Toxic Model 2,toxicity overload,-1,0
run6,agent_99,0.1,Toxic Model 3,toxicity overload,-1,0
run6,agent_99,0.1,Toxic Model 4,toxicity overload,-1,0
run6,agent_0,0.345154,Toxic Model 1,ban,1,99
run6,agent_1,0.352114,Toxic Model 1,ban,1,99
run6,agent_3,0.240072,Toxic Model 1,ban,1,99
run6,agent_4,0.905018,Toxic Model 1,ban,1,99
run6,agent_4,0.905018,Toxic Model 2,ban,2,99
run6,agent_4,0.905018,Toxic Model 3,ban,2,99
run6,agent_0,0.345154,Toxic Model 1,warning,1,99
run6,agent_0,0.345154,Toxic Model 2,warning,9,99
run6,agent_1,0.352114,Toxic Model 1,warning,1,99
run6,agent_1,0.352114,Toxic Model 2,warning,3,99
