run_id,agent,agent_toxicity,platform_name,action_type,value,time_period
run7,agent_0,0.345154,Toxic Model 1,toxicity overload,-1,0
run7,agent_0,0.345154,Toxic Model 2,toxicity overload,-1,0
run7,agent_0,0.345154,Toxic Model 3,toxicity overload,-1,0
run7,agent_0,0.345154,Toxic Model 4,toxicity overload,-1,0
run7,agent_1,0.352114,Toxic Model 1,toxicity overload,-1,0
run7,agent_1,0.352114,Toxic Model 2,toxicity overload,-1,0
run7,agent_1,0.352114,Toxic Model 3,toxicity overload,-1,0
run7,agent_1,0.352114,Toxic Model 4,toxicity overload,-1,0
run7,agent_2,0.00567196,Toxic Model 1,toxicity overload,-1,0
run7,agent_2,0.00567196,Toxic Model 2,toxicity overload,-1,0
run7,agent_2,0.00567196,Toxic Model 3,toxicity overload,-1,0
run7,agent_2,0.00567196,Toxic Model 4,toxicity overload,-1,0
run7,agent_3,0.240072,Toxic Model 1,toxicity overload,-1,0
run7,agent_3,0.240072,Toxic Model 2,toxicity overload,-1,0
run7,agent_3,0.240072,Toxic Model 3,toxicity overload,-1,0
run7,agent_3,0.240072,Toxic Model 4,toxicity overload,-1,0
run7,agent_4,0.905018,Toxic Model 1,toxicity overload,-1,0
run7,agent_4,0.905018,Toxic Model 2,toxicity overload,-1,0
run7,agent_4,0.905018,Toxic Model 3,toxicity overload,-1,0
run7,agent_4,0.905018,Toxic Model 4,toxicity overload,-1,0
run7,agent_5,0.212172,Toxic Model 1,toxicity overload,-1,0
run7,agent_5,0.212172,Toxic Model 2,toxicity overload,-1,0
run7,agent_5,0.212172,Toxic Model 3,toxicity overload,-1,0
run7,agent_5,0.212172,Toxic Model 4,toxicity overload,-1,0
run7,agent_6,0.0778648,Toxic Model 1,toxicity overload,-1,0
run7,agent_6,0.0778648,Toxic Model 2,toxicity overload,-1,0
run7,agent_6,0.0778648,Toxic Model 3,toxicity overload,-1,0
run7,agent_6,0.0778648,Toxic Model 4,toxicity overload,-1,0
run7,agent_7,0.00969241,Toxic Model 1,toxicity overload,-1,0
run7,agent_7,0.00969241,Toxic Model 2,toxicity overload,-1,0
run7,agent_7,0.00969241,Toxic Model 3,toxicity overload,-1,0
run7,agent_7,0.00969241,Toxic Model 4,toxicity overload,-1,0
run7,agent_8,0.821175,Toxic Model 1,toxicity overload,-1,0
